season,week,start_date,home_team,away_team,venue,conference_game,predicted_home_points,predicted_away_points,predicted_total_points,predicted_win_margin
2025,1,2025-08-28 23:00:00+00:00,Delta State,Central Missouri,Parker Field at McCool Stadium,False,37.98,25.92,63.9,12.059999999999995
2025,1,2025-08-28 23:00:00+00:00,Northern Michigan,Minnesota State Moorhead,Superior Dome,False,20.63,24.41,45.04,-3.780000000000001
2025,1,2025-08-28 23:00:00+00:00,Walsh,West Liberty,Tom Benson Hall of Fame Stadium,False,19.63,24.84,44.47,-5.210000000000001
2025,1,2025-08-28 23:00:00+00:00,Wilson,Virginia St,Electric Supply Company Field,False,29.74,29.47,59.209999999999994,0.2699999999999996
2025,1,2025-08-28 23:00:00+00:00,NC State,East Carolina,Carter-Finley Stadium,False,28.48,22.42,50.900000000000006,6.059999999999999
2025,1,2025-08-28 23:00:00+00:00,UCF,Jacksonville State,FBC Mortgage Stadium,False,30.59,22.73,53.32,7.859999999999999
2025,1,2025-08-28 23:00:00+00:00,University Of Charleston (WV),Livingstone,University of Charleston Stadium,False,46.0,10.27,56.269999999999996,35.730000000000004
2025,1,2025-08-28 23:00:00+00:00,Delaware,Delaware State,Delaware Stadium,False,37.43,14.22,51.65,23.21
2025,1,2025-08-28 23:00:00+00:00,Seton Hill,Fairmont State,Offutt Field,False,18.73,32.21,50.94,-13.48
2025,1,2025-08-28 23:00:00+00:00,Ferris State,Pittsburg St,Top Taggart Field,False,36.7,23.06,59.760000000000005,13.640000000000004
2025,1,2025-08-28 23:00:00+00:00,Minnesota State Mankato,Northwest Missouri St,Blakeslee Stadium,False,32.8,24.12,56.92,8.679999999999996
2025,1,2025-08-28 23:00:00+00:00,Wayne State (NE),Nebraska-Kearney,"Memorial Stadium (Wayne, NE)",False,27.79,21.69,49.480000000000004,6.099999999999998
2025,1,2025-08-28 23:05:00+00:00,East Stroudsburg University,Edinboro University,Eiler-Martin Stadium,True,31.97,18.4,50.37,13.57
2025,1,2025-08-28 23:30:00+00:00,University of Mary,Midland Lutheran College,MDU Resources Community Bowl,False,26.51,23.26,49.77,3.25
2025,1,2025-08-28 23:30:00+00:00,Samford,West Georgia,Seibert Stadium,False,32.33,25.72,58.05,6.609999999999999
2025,1,2025-08-28 23:30:00+00:00,Duke,Elon,Wallace Wade Stadium,False,34.13,18.68,52.81,15.450000000000003
2025,1,2025-08-28 23:30:00+00:00,Quincy,Concordia University St Paul,QU Stadium,False,34.27,13.07,47.34,21.200000000000003
2025,1,2025-08-28 23:30:00+00:00,Missouri,Central Arkansas,Memorial Stadium,False,30.63,21.7,52.33,8.93
2025,1,2025-08-28 23:30:00+00:00,Oklahoma State,UT Martin,Boone Pickens Stadium,False,35.25,20.12,55.370000000000005,15.129999999999999
2025,1,2025-08-29 00:00:00+00:00,Black Hills State,Sioux Falls,Lyle Hare Stadium,False,27.96,32.69,60.65,-4.729999999999997
2025,1,2025-08-29 00:00:00+00:00,CSU Pueblo,South Dakota Mines,Neta and Eddie DeRose ThunderBowl,True,30.61,27.71,58.32,2.8999999999999986
2025,1,2025-08-29 00:00:00+00:00,Winona State,Minnesota Duluth,Altra Federal Credit Union Stadium,True,32.44,23.58,56.019999999999996,8.86
2025,1,2025-08-29 00:00:00+00:00,Houston,Stephen F. Austin,TDECU Stadium,False,35.62,21.06,56.67999999999999,14.559999999999999
2025,1,2025-08-29 00:00:00+00:00,Minnesota,Buffalo,Huntington Bank Stadium,False,30.52,20.68,51.2,9.84
2025,1,2025-08-29 00:00:00+00:00,Eastern New Mexico,New Mexico Highlands,Al Whitehead Field at Greyhound Stadium,False,28.71,23.68,52.39,5.030000000000001
2025,1,2025-08-29 00:00:00+00:00,Western Colorado,West Texas A&M,Mountaineer Bowl,False,34.3,22.72,57.019999999999996,11.579999999999998
2025,1,2025-08-29 00:00:00+00:00,Fort Hays State,Angelo State,Lewis Field Stadium,False,27.45,26.67,54.120000000000005,0.7799999999999976
2025,1,2025-08-29 00:00:00+00:00,Emporia State University,Minot State,Francis G. Welch Stadium,False,39.63,13.48,53.11,26.150000000000002
2025,1,2025-08-29 00:00:00+00:00,Northwestern State,Alcorn State,Harry Turpin Stadium,False,24.11,24.48,48.59,-0.370000000000001
2025,1,2025-08-29 00:30:00+00:00,UAB,Alabama State,Protective Stadium,False,31.16,18.12,49.28,13.04
2025,1,2025-08-29 01:00:00+00:00,Cincinnati,Nebraska,GEHA Field at Arrowhead Stadium,False,30.62,22.95,53.57,7.670000000000002
2025,1,2025-08-29 01:00:00+00:00,Wisconsin,Miami (OH),Camp Randall Stadium,False,35.57,18.44,54.010000000000005,17.13
2025,1,2025-08-29 22:00:00+00:00,Rhode Island,Campbell,Meade Stadium,True,25.9,24.7,50.599999999999994,1.1999999999999993
2025,1,2025-08-29 22:00:00+00:00,Army,Tarleton State,Michie Stadium,False,28.8,26.14,54.94,2.66
2025,1,2025-08-29 23:00:00+00:00,Michigan State,Western Michigan,Spartan Stadium,False,26.61,22.0,48.61,4.609999999999999
2025,1,2025-08-29 23:00:00+00:00,Marist,New Haven,Leonidoff Field,False,23.38,25.26,48.64,-1.8800000000000026
2025,1,2025-08-29 23:00:00+00:00,Colgate,Monmouth,Andy Kerr Stadium,False,28.65,23.89,52.54,4.759999999999998
2025,1,2025-08-29 23:00:00+00:00,Charlotte,App State,Bank of America Stadium,False,29.5,31.09,60.59,-1.5899999999999999
2025,1,2025-08-29 23:00:00+00:00,Wake Forest,Kennesaw State,Allegacy Federal Credit Union Stadium,False,26.76,22.79,49.55,3.9700000000000024
2025,1,2025-08-29 23:00:00+00:00,Florida International,Bethune-Cookman,Pitbull Stadium,False,30.1,22.25,52.35,7.850000000000001
2025,1,2025-08-29 23:00:00+00:00,West Florida,Lenoir-Rhyne,Pen-Air Field,False,33.84,23.01,56.85000000000001,10.830000000000002
2025,1,2025-08-29 23:30:00+00:00,Kansas,Wagner,Memorial Stadium,False,29.42,16.45,45.870000000000005,12.970000000000002
2025,1,2025-08-29 23:30:00+00:00,Illinois,Western Illinois,"Memorial Stadium (Champaign, IL)",False,26.87,19.52,46.39,7.350000000000001
2025,1,2025-08-30 00:00:00+00:00,Baylor,Auburn,McLane Stadium,False,32.5,22.49,54.989999999999995,10.010000000000002
2025,1,2025-08-30 00:00:00+00:00,Colorado,Georgia Tech,Folsom Field,False,27.41,29.23,56.64,-1.8200000000000003
2025,1,2025-08-30 01:30:00+00:00,Sam Houston,UNLV,Elliott T. Bowers Stadium,False,38.51,21.2,59.709999999999994,17.31
2025,1,2025-08-30 02:30:00+00:00,San José State,Central Michigan,CEFCU Stadium,False,31.3,23.29,54.59,8.010000000000002
2025,1,2025-08-30 04:00:00+00:00,Glenville State,Emory & Henry College,I.L. & Sue Morris Stadium,False,21.0,32.34,53.34,-11.340000000000003
2025,1,2025-08-30 04:00:00+00:00,Furman,William & Mary,Paladin Stadium,False,27.57,19.63,47.2,7.940000000000001
2025,1,2025-08-30 04:00:00+00:00,North Carolina Central,New Hampshire,O'Kelly-Riddick Stadium,False,28.84,23.41,52.25,5.43
2025,1,2025-08-30 04:00:00+00:00,Tennessee State,North Carolina A&T,Nissan Stadium,False,27.11,22.95,50.06,4.16
2025,1,2025-08-30 04:00:00+00:00,Jackson State,Hampton,Mississippi Veterans Memorial Stadium,False,33.21,22.41,55.620000000000005,10.8
2025,1,2025-08-30 04:00:00+00:00,South Dakota State,Sacramento State,Dana J. Dykhouse Stadium,False,33.09,21.56,54.650000000000006,11.530000000000005
2025,1,2025-08-30 04:00:00+00:00,Northern Colorado,Chadron St,Nottingham Field,False,23.06,27.82,50.879999999999995,-4.760000000000002
2025,1,2025-08-30 04:00:00+00:00,East Tennessee State,Murray State,William B. Greene Jr. Stadium,False,27.36,19.63,46.989999999999995,7.73
2025,1,2025-08-30 04:00:00+00:00,UT Rio Grande Valley,Sul Ross State,Robert and Janet Vackar Stadium,False,30.05,17.0,47.05,13.05
2025,1,2025-08-30 04:00:00+00:00,Mississippi Valley State,Southern,Rice-Totten Field,True,21.93,27.92,49.85,-5.990000000000002
2025,1,2025-08-30 16:00:00+00:00,Pittsburgh,Duquesne,Acrisure Stadium,False,28.6,20.72,49.32,7.880000000000003
2025,1,2025-08-30 16:00:00+00:00,The Citadel,North Dakota State,Johnson Hagood Stadium,False,20.05,33.18,53.230000000000004,-13.129999999999999
2025,1,2025-08-30 16:00:00+00:00,Lehigh,Richmond,Goodman Stadium,False,27.49,24.26,51.75,3.229999999999997
2025,1,2025-08-30 16:00:00+00:00,Kent State,Merrimack,Dix Stadium,False,29.83,23.76,53.59,6.069999999999997
2025,1,2025-08-30 16:00:00+00:00,Syracuse,Tennessee,Mercedes-Benz Stadium,False,29.64,22.63,52.269999999999996,7.010000000000002
2025,1,2025-08-30 16:00:00+00:00,Maryland,Florida Atlantic,SECU Stadium,False,30.38,23.46,53.84,6.919999999999998
2025,1,2025-08-30 16:00:00+00:00,Navy,VMI,Navy-Marine Corps Memorial Stadium,False,38.49,16.29,54.78,22.200000000000003
2025,1,2025-08-30 16:00:00+00:00,Southern Miss,Mississippi State,M. M. Roberts Stadium,False,30.02,26.21,56.230000000000004,3.8099999999999987
2025,1,2025-08-30 16:00:00+00:00,Purdue,Ball State,Ross-Ade Stadium,False,29.23,25.67,54.900000000000006,3.5599999999999987
2025,1,2025-08-30 16:00:00+00:00,Shorter,Anderson (Sc),Barron Stadium,False,27.21,18.16,45.370000000000005,9.05
2025,1,2025-08-30 16:00:00+00:00,Gannon,Davenport,McConnell Family Stadium,False,23.69,18.1,41.790000000000006,5.59
2025,1,2025-08-30 16:00:00+00:00,Carson-Newman College,West Virginia State,Burke-Tarr Stadium,False,26.56,30.22,56.78,-3.66
2025,1,2025-08-30 16:00:00+00:00,Ohio State,Texas,Ohio Stadium,False,38.9,21.11,60.01,17.79
2025,1,2025-08-30 16:00:00+00:00,Tulane,Northwestern,Yulman Stadium,False,32.1,24.95,57.05,7.150000000000002
2025,1,2025-08-30 16:45:00+00:00,Kentucky,Toledo,Kroger Field,False,25.17,22.52,47.69,2.650000000000002
2025,1,2025-08-30 17:00:00+00:00,Post University,West Virginia Wesleyan,Municipal Stadium,False,32.21,16.17,48.38,16.04
2025,1,2025-08-30 17:00:00+00:00,Davidson,Georgetown,Richardson Stadium,False,34.98,18.01,52.989999999999995,16.969999999999995
2025,1,2025-08-30 17:00:00+00:00,Central State (OH),Kentucky State,Ford Field,True,20.1,25.15,45.25,-5.049999999999997
2025,1,2025-08-30 17:00:00+00:00,Clark Atlanta,Valdosta State,Legion Field,False,24.36,38.34,62.7,-13.980000000000004
2025,1,2025-08-30 17:00:00+00:00,Grand Valley State University,Lincoln (PA),Lubbers Stadium,False,37.9,9.5,47.4,28.4
2025,1,2025-08-30 17:00:00+00:00,Shaw,Albany State GA,George Williams Athletic Complex,False,25.49,27.96,53.45,-2.4700000000000024
2025,1,2025-08-30 18:00:00+00:00,UConn,Central Connecticut,Pratt & Whitney Stadium,False,25.68,23.13,48.81,2.5500000000000007
2025,1,2025-08-30 18:00:00+00:00,Northern Iowa,Butler,UNI-Dome,False,35.11,22.48,57.59,12.629999999999999
2025,1,2025-08-30 18:00:00+00:00,West Virginia,Robert Morris,Milan Puskar Stadium,False,39.17,13.5,52.67,25.67
2025,1,2025-08-30 18:00:00+00:00,Valparaiso,Virginia University Of Lynchburg,Brown Field,False,34.39,12.74,47.13,21.65
2025,1,2025-08-30 18:00:00+00:00,Augustana University (SD),Missouri Western,Kirkeby-Over Stadium,False,28.31,23.59,51.9,4.719999999999999
2025,1,2025-08-30 18:00:00+00:00,Fort Lewis,William Jewell,Ray Dennison Memorial Field,False,16.06,23.81,39.87,-7.75
2025,1,2025-08-30 18:00:00+00:00,Washburn,Truman State,Yager Stadium at Moore Bowl,False,29.13,25.0,54.129999999999995,4.129999999999999
2025,1,2025-08-30 18:00:00+00:00,Boston College,Fordham,"Alumni Stadium (Chestnut Hill, MA)",False,30.24,21.33,51.56999999999999,8.91
2025,1,2025-08-30 18:30:00+00:00,Indiana,Old Dominion,"Memorial Stadium (Bloomington, IN)",False,28.01,22.86,50.870000000000005,5.150000000000002
2025,1,2025-08-30 18:30:00+00:00,Tennessee Tech,Cumberland (TN),Tucker Stadium,False,34.04,14.79,48.83,19.25
2025,1,2025-08-30 19:00:00+00:00,Louisville,Eastern Kentucky,L&N Federal Credit Union Stadium,False,32.57,23.07,55.64,9.5
2025,1,2025-08-30 19:00:00+00:00,Morehouse College,Johnson C Smith,Harvard Stadium,False,18.95,18.85,37.8,0.09999999999999787
2025,1,2025-08-30 19:30:00+00:00,Northern Illinois,Holy Cross,Huskie Stadium,False,30.29,22.14,52.43,8.149999999999999
2025,1,2025-08-30 19:30:00+00:00,Air Force,Bucknell,Falcon Stadium,False,34.34,18.26,52.60000000000001,16.080000000000002
2025,1,2025-08-30 19:30:00+00:00,Penn State,Nevada,Beaver Stadium,False,29.12,20.77,49.89,8.350000000000001
2025,1,2025-08-30 19:30:00+00:00,Georgia,Marshall,Sanford Stadium,False,34.39,20.28,54.67,14.11
2025,1,2025-08-30 19:30:00+00:00,Massachusetts,Temple,Warren McGuirk Alumni Stadium,False,22.99,25.59,48.58,-2.6000000000000014
2025,1,2025-08-30 19:30:00+00:00,Iowa State,South Dakota,Jack Trice Stadium,False,26.93,16.7,43.629999999999995,10.23
2025,1,2025-08-30 19:30:00+00:00,Florida State,Alabama,Doak Campbell Stadium,False,32.03,27.57,59.6,4.460000000000001
2025,1,2025-08-30 20:00:00+00:00,Florida A&M,Howard,Hard Rock Stadium,False,29.44,21.47,50.91,7.970000000000002
2025,1,2025-08-30 20:00:00+00:00,Liberty,Maine,Williams Stadium (VA),False,31.32,19.11,50.43,12.21
2025,1,2025-08-30 20:00:00+00:00,Oregon,Montana State,Autzen Stadium,False,36.54,24.09,60.629999999999995,12.45
2025,1,2025-08-30 20:15:00+00:00,Arkansas,Alabama A&M,Razorback Stadium,False,33.05,19.0,52.05,14.049999999999997
2025,1,2025-08-30 20:30:00+00:00,Memphis,Chattanooga,Simmons Bank Liberty Stadium,False,29.62,22.62,52.24,7.0
2025,1,2025-08-30 21:00:00+00:00,Benedict College,Fayetteville State,Charlie W. Johnson Stadium,False,31.43,18.17,49.6,13.259999999999998
2025,1,2025-08-30 21:00:00+00:00,Pace,St. Anselm,Pace Stadium,True,25.89,17.68,43.57,8.21
2025,1,2025-08-30 22:00:00+00:00,Wingate,UNC Pembroke,Irwin Belk Stadium,False,25.89,23.64,49.53,2.25
2025,1,2025-08-30 22:00:00+00:00,Chowan,Elizabeth City State,Garrison Stadium,False,29.26,13.94,43.2,15.320000000000002
2025,1,2025-08-30 22:00:00+00:00,UVA Wise,Concord University,Carl Smith Stadium,False,26.31,24.05,50.36,2.259999999999998
2025,1,2025-08-30 22:00:00+00:00,Frostburg State,Shepherd,Bobcat Stadium (MD),False,31.62,25.52,57.14,6.100000000000001
2025,1,2025-08-30 22:00:00+00:00,Catawba,Ferrum,Shuford Stadium,False,31.86,24.32,56.18,7.539999999999999
2025,1,2025-08-30 22:00:00+00:00,Savannah St,Edward Waters,Ted Wright Stadium,True,23.57,20.22,43.79,3.3500000000000014
2025,1,2025-08-30 22:00:00+00:00,James Madison,Weber State,Bridgeforth Stadium,False,33.87,21.21,55.08,12.659999999999997
2025,1,2025-08-30 22:00:00+00:00,Iowa,UAlbany,Kinnick Stadium,False,29.32,20.39,49.71,8.93
2025,1,2025-08-30 22:00:00+00:00,Western Carolina,Gardner-Webb,E. J. Whitmire Stadium,False,34.99,19.75,54.74,15.240000000000002
2025,1,2025-08-30 22:00:00+00:00,South Carolina State,Wofford,Oliver C. Dawson Stadium,False,26.99,22.63,49.62,4.359999999999999
2025,1,2025-08-30 22:00:00+00:00,Virginia,Coastal Carolina,Scott Stadium,False,27.24,23.73,50.97,3.509999999999998
2025,1,2025-08-30 22:00:00+00:00,Oklahoma,Illinois State,"Memorial Stadium (Norman, OK)",False,35.99,20.67,56.660000000000004,15.32
2025,1,2025-08-30 22:00:00+00:00,Stetson,Webber International,Spec Martin Municipal Stadium,False,29.3,32.55,61.849999999999994,-3.2499999999999964
2025,1,2025-08-30 22:00:00+00:00,Morehead State,Allen,Jayne Stadium,False,30.77,25.16,55.93,5.609999999999999
2025,1,2025-08-30 22:00:00+00:00,Sacred Heart,Stonehill,Campus Field,False,29.98,15.7,45.68,14.280000000000001
2025,1,2025-08-30 22:00:00+00:00,Mercer,Presbyterian,Five Star Stadium at the Moye Complex,False,34.34,14.58,48.92,19.760000000000005
2025,1,2025-08-30 22:15:00+00:00,West Alabama,Fort Valley State,Legion Field,False,28.21,28.69,56.900000000000006,-0.4800000000000004
2025,1,2025-08-30 22:30:00+00:00,Lincoln (MO),Lincoln (CA),Dwight T. Reed Stadium,False,28.0,13.98,41.980000000000004,14.02
2025,1,2025-08-30 23:00:00+00:00,Missouri S&T,Central Methodist,Allgood-Bailey Stadium,False,28.96,33.58,62.54,-4.619999999999997
2025,1,2025-08-30 23:00:00+00:00,Southern Illinois,Thomas More College,Saluki Stadium,False,33.91,18.93,52.839999999999996,14.979999999999997
2025,1,2025-08-30 23:00:00+00:00,South Alabama,Morgan State,Hancock Whitney Stadium,False,36.93,18.62,55.55,18.31
2025,1,2025-08-30 23:00:00+00:00,UT Permian Basin,Central Oklahoma,Ratliff Stadium,False,35.08,20.62,55.7,14.459999999999997
2025,1,2025-08-30 23:00:00+00:00,McNeese,Louisiana College,Cowboy Stadium,False,35.51,11.95,47.459999999999994,23.56
2025,1,2025-08-30 23:00:00+00:00,Vanderbilt,Charleston Southern,FirstBank Stadium,False,30.47,18.82,49.29,11.649999999999999
2025,1,2025-08-30 23:00:00+00:00,Bluefield State,Greeneville,Mitchell Stadium,False,19.64,30.37,50.010000000000005,-10.73
2025,1,2025-08-30 23:00:00+00:00,Texas A&M,UTSA,Kyle Field,False,35.67,19.88,55.55,15.790000000000003
2025,1,2025-08-30 23:00:00+00:00,Troy,Nicholls,Veterans Memorial Stadium (AL),False,31.7,17.61,49.31,14.09
2025,1,2025-08-30 23:00:00+00:00,Incarnate Word,Eastern Washington,Gayle and Tom Benson Stadium,False,27.57,31.52,59.09,-3.9499999999999993
2025,1,2025-08-30 23:00:00+00:00,Arkansas State,Southeast Missouri State,Centennial Bank Stadium,False,35.07,22.25,57.32,12.82
2025,1,2025-08-30 23:00:00+00:00,Grambling,Langston University,Independence Stadium,False,36.68,12.25,48.93,24.43
2025,1,2025-08-30 23:00:00+00:00,Western Kentucky,North Alabama,Houchens Industries-L.T. Smith Stadium,False,36.17,20.95,57.120000000000005,15.220000000000002
2025,1,2025-08-30 23:00:00+00:00,Middle Tennessee,Austin Peay,"Johnny ""Red"" Floyd Stadium",False,31.51,19.38,50.89,12.130000000000003
2025,1,2025-08-30 23:00:00+00:00,Kansas State,North Dakota,Bill Snyder Family Stadium,False,32.56,19.54,52.1,13.020000000000003
2025,1,2025-08-30 23:00:00+00:00,Florida,Long Island University,Ben Hill Griffin Stadium,False,37.72,12.6,50.32,25.119999999999997
2025,1,2025-08-30 23:30:00+00:00,Michigan,New Mexico,Michigan Stadium,False,36.87,18.06,54.92999999999999,18.81
2025,1,2025-08-30 23:30:00+00:00,Texas Tech,Arkansas-Pine Bluff,Jones AT&T Stadium,False,40.74,19.45,60.19,21.290000000000003
2025,1,2025-08-30 23:30:00+00:00,Louisiana Tech,SE Louisiana,Joe Aillet Stadium,False,33.01,27.9,60.91,5.109999999999999
2025,1,2025-08-30 23:30:00+00:00,Clemson,LSU,"Memorial Stadium (Clemson, SC)",False,31.57,21.86,53.43,9.71
2025,1,2025-08-30 23:30:00+00:00,Houston Christian,Little Rock,Husky Stadium,False,39.57,0.0,39.57,39.57
2025,1,2025-08-30 23:30:00+00:00,USC,Missouri State,Los Angeles Memorial Coliseum,False,37.6,20.46,58.06,17.14
2025,1,2025-08-30 23:30:00+00:00,Utah State,UTEP,Maverik Stadium,False,34.38,18.65,53.03,15.730000000000004
2025,1,2025-08-30 23:45:00+00:00,Ole Miss,Georgia State,Vaught-Hemingway Stadium,False,37.91,19.75,57.66,18.159999999999997
2025,1,2025-08-31 00:00:00+00:00,Western New Mexico,Adams State,Ben Altamirano Field,False,27.33,20.89,48.22,6.439999999999998
2025,1,2025-08-31 00:00:00+00:00,Missouri Southern State,Midwestern State,Fred G. Hughes Stadium,False,24.45,23.75,48.2,0.6999999999999993
2025,1,2025-08-31 00:00:00+00:00,Texas State,Eastern Michigan,Bobcat Stadium (TX),False,31.65,21.96,53.61,9.689999999999998
2025,1,2025-08-31 00:00:00+00:00,North Texas,Lamar,DATCU Stadium,False,33.71,22.1,55.81,11.61
2025,1,2025-08-31 00:00:00+00:00,Tulsa,Abilene Christian,Chapman Stadium,False,35.61,21.57,57.18,14.04
2025,1,2025-08-31 00:00:00+00:00,Louisiana,Rice,Cajun Field,False,36.16,20.87,57.03,15.289999999999996
2025,1,2025-08-31 00:00:00+00:00,BYU,Portland State,LaVell Edwards Stadium,False,34.2,20.61,54.81,13.590000000000003
2025,1,2025-08-31 00:00:00+00:00,San Diego,Cal Poly,Torero Stadium,False,31.44,21.58,53.019999999999996,9.860000000000003
2025,1,2025-08-31 00:00:00+00:00,Texas Southern,Prairie View A&M,BBVA Compass Stadium,True,29.72,32.2,61.92,-2.480000000000004
2025,1,2025-08-31 00:30:00+00:00,Southern Utah,Idaho State,Eccles Coliseum,False,32.92,19.0,51.92,13.920000000000002
2025,1,2025-08-31 01:00:00+00:00,New Mexico State,Bryant,Aggie Memorial Stadium,False,28.19,26.19,54.38,2.0
2025,1,2025-08-31 01:00:00+00:00,SMU,East Texas A&M,Gerald J. Ford Stadium,False,33.74,19.22,52.96,14.520000000000003
2025,1,2025-08-31 01:30:00+00:00,Fresno State,Georgia Southern,Valley Children's Stadium,False,31.37,21.31,52.68,10.060000000000002
2025,1,2025-08-31 02:00:00+00:00,Arizona State,Northern Arizona,Mountain America Stadium,False,36.29,20.39,56.68,15.899999999999999
2025,1,2025-08-31 02:00:00+00:00,Utah Tech,UC Davis,Greater Zion Stadium,False,25.79,27.53,53.32,-1.740000000000002
2025,1,2025-08-31 02:00:00+00:00,Washington State,Idaho,Gesa Field,False,39.77,19.72,59.49,20.050000000000004
2025,1,2025-08-31 02:30:00+00:00,Oregon State,California,Reser Stadium,False,28.7,22.38,51.08,6.32
2025,1,2025-08-31 02:30:00+00:00,Arizona,Hawai'i,Arizona Stadium,False,33.23,18.7,51.92999999999999,14.529999999999998
2025,1,2025-08-31 03:00:00+00:00,Washington,Colorado State,Husky Stadium,False,35.28,22.17,57.45,13.11
2025,1,2025-08-31 03:00:00+00:00,UCLA,Utah,Rose Bowl,False,28.65,25.41,54.06,3.2399999999999984
2025,1,2025-08-31 19:00:00+00:00,South Carolina,Virginia Tech,Mercedes-Benz Stadium,False,29.36,23.38,52.739999999999995,5.98
2025,1,2025-08-31 20:00:00+00:00,Virginia Union,Miles College,Tom Benson Hall of Fame Stadium,False,35.29,21.85,57.14,13.439999999999998
2025,1,2025-08-31 23:00:00+00:00,Tuskegee,Winston-Salem,Cramton Bowl,False,22.1,17.87,39.97,4.23
2025,1,2025-08-31 23:30:00+00:00,Miami,Notre Dame,Hard Rock Stadium,False,31.91,24.33,56.239999999999995,7.580000000000002
2025,1,2025-09-02 00:00:00+00:00,North Carolina,TCU,Kenan Stadium,False,31.38,25.97,57.349999999999994,5.41
2025,2,2025-09-04 04:00:00+00:00,South Dakota Mines,Michigan Tech,O'Harra Stadium,False,27.37,23.48,50.85,3.8900000000000006
2025,2,2025-09-04 22:00:00+00:00,Wayne State (MI),Tiffin,Tom Adams Field,False,23.55,33.0,56.55,-9.45
2025,2,2025-09-04 22:00:00+00:00,North Carolina Wesleyan,Averett,Bishop Stadium,False,23.7,24.24,47.94,-0.5399999999999991
2025,2,2025-09-04 22:00:00+00:00,West Virginia Wesleyan,Clarion,Cebe Ross Field,False,16.98,22.24,39.22,-5.259999999999998
